quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,sex,age,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf,total_stays_per_quarter_age,total_stays_per_quarter_sex
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,70-79 years,25,70,2.8,NA,25,284,11.36,NA,56883,144876
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,70-79 years,51,113,2.2156862745098,NA,59,258,4.3728813559322,NA,69821,178317
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,70-79 years,27,60,2.22222222222222,NA,30,262,8.73333333333333,NA,68542,172722
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,70-79 years,42,156,3.71428571428571,NA,43,250,5.81395348837209,NA,66079,169568
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,70-79 years,25,55,2.2,NA,30,260,8.66666666666667,NA,74045,191481
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,70-79 years,27,103,3.81481481481481,NA,30,487,16.2333333333333,NA,72493,184949
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,40,208,5.2,NA,43,674,15.6744186046512,NA,61353,193692
2016Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,41,161,3.92682926829268,NA,40,292,7.3,NA,64942,191758
2017Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,61,190,3.11475409836066,NA,60,588,9.8,NA,64997,190297
2017Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,60,154,2.56666666666667,NA,60,545,9.08333333333333,NA,62421,190694
2017Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,50,102,2.04,NA,50,211,4.22,NA,61011,190135
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,40,198,4.95,NA,47,595,12.6595744680851,NA,66032,193702
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,48,174,3.625,NA,45,404,8.97777777777778,NA,66906,196466
2018Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,30,107,3.56666666666667,NA,35,436,12.4571428571429,NA,63890,192358
2018Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,49,127,2.59183673469388,NA,52,419,8.05769230769231,NA,62253,191186
2018Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,54,199,3.68518518518519,NA,54,321,5.94444444444444,NA,66184,195002
2019Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,55,210,3.81818181818182,NA,55,321,5.83636363636364,NA,66491,197208
2019Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,48,207,4.3125,NA,50,503,10.06,NA,65892,200036
2019Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,43,166,3.86046511627907,NA,43,510,11.8604651162791,NA,66110,202497
2019Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,45,150,3.33333333333333,NA,49,688,14.0408163265306,NA,69485,202644
2020Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,35,144,4.11428571428571,NA,40,425,10.625,NA,65275,188180
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,35,212,6.05714285714286,NA,30,423,14.1,NA,48693,144876
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,40,155,3.875,NA,41,514,12.5365853658537,NA,59310,178317
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,47,154,3.27659574468085,NA,50,803,16.06,NA,59716,172722
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,33,149,4.51515151515152,NA,35,366,10.4571428571429,NA,56691,169568
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,25,83,3.32,NA,29,353,12.1724137931034,NA,63030,191481
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,80-89 years,36,257,7.13888888888889,NA,35,529,15.1142857142857,NA,61380,184949
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,5,61,12.2,NA,5,80,16,NA,15987,193692
2016Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,5,30,6,NA,5,110,22,NA,17460,191758
2017Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,10,25,2.5,NA,10,113,11.3,NA,18215,190297
2017Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,5,13,2.6,NA,5,44,8.8,NA,16411,190694
2017Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,5,13,2.6,NA,5,53,10.6,NA,16157,190135
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,16,59,3.6875,NA,15,179,11.9333333333333,NA,17827,193702
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,10,31,3.1,NA,10,160,16,NA,18636,196466
2018Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,5,14,2.8,NA,5,154,30.8,NA,16260,192358
2018Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,10,10,1,NA,5,13,2.6,NA,16119,191186
2018Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,16,121,7.5625,NA,15,223,14.8666666666667,NA,17805,195002
2019Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,0,7,NA,z,5,251,50.2,NA,17995,197208
2019Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,10,36,3.6,NA,10,68,6.8,NA,17503,200036
2019Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,10,58,5.8,NA,11,172,15.6363636363636,NA,17399,202497
2019Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,16,53,3.3125,NA,15,208,13.8666666666667,NA,18835,202644
2020Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,11,74,6.72727272727273,NA,13,329,25.3076923076923,NA,18351,188180
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,10,33,3.3,NA,5,62,12.4,NA,12408,144876
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,13,30,2.30769230769231,NA,15,129,8.6,NA,15636,178317
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,10,25,2.5,NA,10,136,13.6,NA,16240,172722
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,10,85,8.5,NA,15,285,19,NA,16401,169568
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,15,65,4.33333333333333,NA,10,100,10,NA,16930,191481
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Female,90 years and over,11,117,10.6363636363636,NA,10,249,24.9,NA,16392,184949
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,0-9 years,0,0,NA,z,0,0,NA,z,3674,178089
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,0-9 years,0,5,NA,z,0,5,NA,z,2757,179046
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,0-9 years,0,0,NA,z,0,0,NA,z,2989,175499
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,0-9 years,0,0,NA,z,0,0,NA,z,2528,163740
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,10,0,0,NA,10,5,0.5,NA,11097,178089
2016Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,0,0,NA,z,0,0,NA,z,10039,175214
2017Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,5,5,1,NA,5,5,1,NA,10086,172538
2017Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,5,6,1.2,NA,5,13,2.6,NA,9880,177139
2017Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,10,10,1,NA,10,9,0.9,NA,10699,178359
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,10,10,1,NA,10,16,1.6,NA,10116,179046
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,5,5,1,NA,5,5,1,NA,9348,175499
2018Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,5,0,0,NA,5,0,0,NA,9939,179635
2018Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,10,10,1,NA,10,12,1.2,NA,10573,178481
2018Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,5,5,1,NA,5,5,1,NA,9928,182454
2019Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,0,0,NA,z,0,0,NA,z,10290,187928
2019Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,5,0,0,NA,5,0,0,NA,10765,188303
2019Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,5,5,1,NA,5,5,1,NA,9743,186274
2020Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,5,0,0,NA,5,0,0,NA,8908,172875
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,0,0,NA,z,0,0,NA,z,5952,145186
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,5,5,1,NA,5,5,1,NA,8591,172120
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,0,0,NA,z,0,0,NA,z,7323,163740
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,0,0,NA,z,0,0,NA,z,6509,159447
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,5,0,0,NA,5,12,2.4,NA,8780,177987
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,10-19 years,5,5,1,NA,5,5,1,NA,8536,173844
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,18,14,0.777777777777778,NA,18,19,1.05555555555556,NA,28088,178089
2016Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,11,15,1.36363636363636,NA,10,19,1.9,NA,26513,175214
2017Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,15,15,1,NA,16,22,1.375,NA,24641,172538
2017Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,20,24,1.2,NA,20,62,3.1,NA,26824,177139
2017Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,22,20,0.909090909090909,NA,25,27,1.08,NA,26939,178359
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,14,17,1.21428571428571,NA,15,36,2.4,NA,25758,179046
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,10,10,1,NA,11,14,1.27272727272727,NA,24163,175499
2018Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,18,14,0.777777777777778,NA,20,42,2.1,NA,26604,179635
2018Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,11,9,0.818181818181818,NA,11,9,0.818181818181818,NA,26720,178481
2018Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,10,5,0.5,NA,10,17,1.7,NA,26501,182454
2019Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,13,6,0.461538461538462,NA,13,12,0.923076923076923,NA,26173,181764
2019Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,15,13,0.866666666666667,NA,15,20,1.33333333333333,NA,27260,187928
2019Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,20,15,0.75,NA,20,19,0.95,NA,28422,188303
2019Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,15,15,1,NA,15,13,0.866666666666667,NA,25858,186274
2020Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,5,9,1.8,NA,5,14,2.8,NA,23833,172875
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,10,5,0.5,NA,10,7,0.7,NA,18935,145186
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,15,10,0.666666666666667,NA,13,13,1,NA,22903,172120
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,10,6,0.6,NA,5,7,1.4,NA,20850,163740
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,10,17,1.7,NA,12,22,1.83333333333333,NA,20577,159447
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,5,5,1,NA,5,13,2.6,NA,23303,177987
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,20-29 years,15,16,1.06666666666667,NA,15,86,5.73333333333333,NA,22896,173844
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,18,24,1.33333333333333,NA,20,31,1.55,NA,29806,178089
2016Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,15,15,1,NA,15,19,1.26666666666667,NA,27853,175214
2017Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,10,13,1.3,NA,10,21,2.1,NA,27347,172538
2017Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,10,13,1.3,NA,10,59,5.9,NA,29451,177139
2017Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,19,21,1.10526315789474,NA,19,23,1.21052631578947,NA,30253,178359
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,10,11,1.1,NA,10,12,1.2,NA,27960,179046
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,15,16,1.06666666666667,NA,15,16,1.06666666666667,NA,28426,175499
2018Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,10,8,0.8,NA,10,8,0.8,NA,29581,179635
2018Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,16,15,0.9375,NA,18,22,1.22222222222222,NA,30535,178481
2018Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,15,18,1.2,NA,16,18,1.125,NA,29487,182454
2019Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,20,42,2.1,NA,20,42,2.1,NA,29863,181764
2019Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,18,14,0.777777777777778,NA,18,37,2.05555555555556,NA,31975,187928
2019Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,20,13,0.65,NA,21,13,0.619047619047619,NA,32251,188303
2019Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,13,30,2.30769230769231,NA,15,43,2.86666666666667,NA,30179,186274
2020Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,5,15,3,NA,5,17,3.4,NA,28580,172875
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,5,6,1.2,NA,5,7,1.4,NA,24207,145186
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,15,12,0.8,NA,15,38,2.53333333333333,NA,29410,172120
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,10,18,1.8,NA,10,19,1.9,NA,26203,163740
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,10,6,0.6,NA,10,18,1.8,NA,26313,159447
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,17,24,1.41176470588235,NA,17,63,3.70588235294118,NA,30089,177987
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,30-39 years,15,19,1.26666666666667,NA,16,81,5.0625,NA,30069,173844
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,26,35,1.34615384615385,NA,25,56,2.24,NA,38399,178089
2016Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,23,34,1.47826086956522,NA,24,109,4.54166666666667,NA,35507,175214
2017Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,16,20,1.25,NA,15,21,1.4,NA,35049,172538
2017Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,16,25,1.5625,NA,17,49,2.88235294117647,NA,35840,177139
2017Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,10,16,1.6,NA,10,18,1.8,NA,36776,178359
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,13,17,1.30769230769231,NA,15,19,1.26666666666667,NA,34836,179046
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,11,5,0.454545454545455,NA,11,5,0.454545454545455,NA,33801,175499
2018Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,25,34,1.36,NA,20,32,1.6,NA,35468,179635
2018Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,13,27,2.07692307692308,NA,14,118,8.42857142857143,NA,36020,178481
2018Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,15,20,1.33333333333333,NA,15,23,1.53333333333333,NA,34376,182454
2019Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,15,18,1.2,NA,18,48,2.66666666666667,NA,34943,181764
2019Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,20,23,1.15,NA,20,31,1.55,NA,36499,187928
2019Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,20,28,1.4,NA,20,72,3.6,NA,36793,188303
2019Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,22,34,1.54545454545455,NA,22,45,2.04545454545455,NA,34220,186274
2020Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,18,17,0.944444444444444,NA,18,22,1.22222222222222,NA,31147,172875
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,10,25,2.5,NA,13,41,3.15384615384615,NA,28596,145186
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,19,25,1.31578947368421,NA,19,76,4,NA,33364,172120
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,17,22,1.29411764705882,NA,18,30,1.66666666666667,NA,30813,163740
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,10,27,2.7,NA,10,31,3.1,NA,31100,159447
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,18,22,1.22222222222222,NA,15,38,2.53333333333333,NA,35572,177987
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,40-49 years,12,11,0.916666666666667,NA,13,49,3.76923076923077,NA,33270,173844
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,41,43,1.04878048780488,NA,43,128,2.97674418604651,NA,53482,178089
2016Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,34,40,1.17647058823529,NA,31,69,2.2258064516129,NA,51629,175214
2017Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,35,56,1.6,NA,38,161,4.23684210526316,NA,50781,172538
2017Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,35,33,0.942857142857143,NA,33,78,2.36363636363636,NA,52442,177139
2017Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,35,36,1.02857142857143,NA,36,67,1.86111111111111,NA,53652,178359
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,31,42,1.35483870967742,NA,31,60,1.93548387096774,NA,52414,179046
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,32,79,2.46875,NA,31,133,4.29032258064516,NA,51714,175499
2018Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,40,57,1.425,NA,40,102,2.55,NA,52629,179635
2018Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,40,64,1.6,NA,44,129,2.93181818181818,NA,52525,178481
2018Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,38,53,1.39473684210526,NA,39,70,1.79487179487179,NA,53507,182454
2019Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,30,78,2.6,NA,32,93,2.90625,NA,53787,181764
2019Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,41,67,1.63414634146341,NA,42,158,3.76190476190476,NA,54870,187928
2019Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,45,120,2.66666666666667,NA,41,229,5.58536585365854,NA,55904,188303
2019Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,27,37,1.37037037037037,NA,30,222,7.4,NA,54193,186274
2020Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,28,52,1.85714285714286,NA,27,118,4.37037037037037,NA,50257,172875
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,20,48,2.4,NA,25,286,11.44,NA,44257,145186
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,22,30,1.36363636363636,NA,25,43,1.72,NA,50646,172120
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,30,45,1.5,NA,32,134,4.1875,NA,49447,163740
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,27,94,3.48148148148148,NA,27,120,4.44444444444444,NA,48284,159447
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,31,34,1.09677419354839,NA,34,80,2.35294117647059,NA,53504,177987
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,50-59 years,24,40,1.66666666666667,NA,25,96,3.84,NA,50776,173844
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,43,86,2,NA,43,195,4.53488372093023,NA,61029,178089
2016Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,44,88,2,NA,44,227,5.15909090909091,NA,59813,175214
2017Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,45,50,1.11111111111111,NA,46,115,2.5,NA,58396,172538
2017Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,50,132,2.64,NA,49,180,3.6734693877551,NA,59424,177139
2017Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,50,75,1.5,NA,53,114,2.15094339622642,NA,58287,178359
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,38,54,1.42105263157895,NA,43,222,5.16279069767442,NA,60594,179046
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,27,82,3.03703703703704,NA,25,126,5.04,NA,60831,175499
2018Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,55,88,1.6,NA,53,207,3.90566037735849,NA,60084,179635
2018Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,40,63,1.575,NA,39,128,3.28205128205128,NA,59422,178481
2018Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,35,55,1.57142857142857,NA,41,163,3.97560975609756,NA,61584,182454
2019Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,41,142,3.46341463414634,NA,38,151,3.97368421052632,NA,61996,181764
2019Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,36,108,3,NA,39,300,7.69230769230769,NA,63802,187928
2019Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,53,91,1.71698113207547,NA,54,162,3,NA,62973,188303
2019Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,35,82,2.34285714285714,NA,34,292,8.58823529411765,NA,63875,186274
2020Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,27,64,2.37037037037037,NA,30,153,5.1,NA,58209,172875
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,17,23,1.35294117647059,NA,15,37,2.46666666666667,NA,48077,145186
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,36,65,1.80555555555556,NA,41,259,6.31707317073171,NA,57491,172120
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,33,83,2.51515151515152,NA,36,186,5.16666666666667,NA,54800,163740
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,25,80,3.2,NA,28,124,4.42857142857143,NA,54798,159447
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,45,88,1.95555555555556,NA,47,282,6,NA,60849,177987
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,60-69 years,27,46,1.7037037037037,NA,26,137,5.26923076923077,NA,59661,173844
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,40,63,1.575,NA,37,140,3.78378378378378,NA,68866,178089
2016Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,35,95,2.71428571428571,NA,39,346,8.87179487179487,NA,70518,175214
2017Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,35,68,1.94285714285714,NA,31,130,4.19354838709677,NA,70490,172538
