year,year_quarter,month,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,attendance_greater8hrs,attendance_greater12hrs,discharge_destination_admission_to_same,discharge_destination_other_specialty,discharge_destination_residence,discharge_destination_transfer,discharge_destination_unknown
2019,2019Q1,03,Y144H,Emergency Department,992,934,4,0,67,1,817,83,24
2019,2019Q1,03,Y146H,Emergency Department,2742,2545,19,5,841,7,1788,71,35
2019,2019Q1,03,F704H,Emergency Department,5794,5365,12,0,1807,7,3809,89,82
2019,2019Q1,03,F708H,Minor Injury Unit or Other,147,146,0,0,1,0,142,4,0
2019,2019Q1,03,F709H,Minor Injury Unit or Other,264,264,0,0,0,0,256,8,0
2019,2019Q1,03,F805H,Minor Injury Unit or Other,1726,1723,1,1,20,0,1564,116,26
2019,2019Q1,03,V201H,Minor Injury Unit or Other,1757,1757,0,0,1,0,1346,116,294
2019,2019Q1,03,V217H,Emergency Department,5656,5341,13,2,1490,6,3470,55,635
2019,2019Q1,03,N101H,Emergency Department,5132,4632,22,3,1310,10,3426,16,370
2019,2019Q1,03,N121H,Emergency Department,1591,1583,0,0,114,0,1402,1,74
2019,2019Q1,03,N151H,Minor Injury Unit or Other,84,84,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N332H,Minor Injury Unit or Other,31,31,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N333H,Minor Injury Unit or Other,1336,1335,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N334H,Minor Injury Unit or Other,646,646,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N335H,Minor Injury Unit or Other,240,239,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N336H,Minor Injury Unit or Other,140,140,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N337H,Minor Injury Unit or Other,267,256,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N411H,Emergency Department,2102,2000,4,0,369,3,1707,23,0
2019,2019Q1,03,N431H,Minor Injury Unit or Other,52,52,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N432H,Minor Injury Unit or Other,11,11,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N433H,Minor Injury Unit or Other,85,85,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N451H,Minor Injury Unit or Other,13,13,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N494H,Minor Injury Unit or Other,104,104,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,N683C,Minor Injury Unit or Other,37,37,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,C206H,Minor Injury Unit or Other,1607,1569,1,0,237,1,1290,63,16
2019,2019Q1,03,C313H,Emergency Department,2731,2428,18,0,692,4,1831,46,158
2019,2019Q1,03,C418H,Emergency Department,5655,5100,56,0,1747,7,3686,103,112
2019,2019Q1,03,G107H,Emergency Department,8290,6717,50,0,2484,22,5170,128,486
2019,2019Q1,03,G207H,Minor Injury Unit or Other,1912,1877,0,0,0,0,1656,130,126
2019,2019Q1,03,G306H,Minor Injury Unit or Other,3062,3061,0,0,1,1,2787,219,54
2019,2019Q1,03,G405H,Emergency Department,8845,7356,36,1,2825,24,5646,43,307
2019,2019Q1,03,G513H,Emergency Department,6171,5910,0,0,1367,2,4749,1,52
2019,2019Q1,03,C106H,Minor Injury Unit or Other,701,694,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,C108H,Minor Injury Unit or Other,99,99,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,C113H,Minor Injury Unit or Other,381,370,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,C121H,Emergency Department,663,643,1,0,149,0,493,21,0
2019,2019Q1,03,C122H,Minor Injury Unit or Other,573,572,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,H101H,Minor Injury Unit or Other,142,142,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,H103H,Emergency Department,717,651,12,3,194,0,517,6,0
2019,2019Q1,03,H106H,Minor Injury Unit or Other,47,47,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,H202H,Emergency Department,2955,2780,4,0,699,3,2242,11,0
2019,2019Q1,03,H208H,Minor Injury Unit or Other,340,340,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,H210H,Minor Injury Unit or Other,47,47,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,H212H,Emergency Department,739,709,2,0,136,0,601,2,0
2019,2019Q1,03,H214H,Minor Injury Unit or Other,396,394,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,H215H,Minor Injury Unit or Other,175,175,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,H219H,Minor Injury Unit or Other,164,164,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,H224H,Minor Injury Unit or Other,409,404,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,H227B,Minor Injury Unit or Other,119,119,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,H227H,Minor Injury Unit or Other,86,86,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,L106H,Emergency Department,6074,5748,14,2,2131,9,3781,104,49
2019,2019Q1,03,L206H,Minor Injury Unit or Other,62,62,0,0,4,0,52,3,3
2019,2019Q1,03,L207H,Minor Injury Unit or Other,31,31,0,0,0,0,27,4,0
2019,2019Q1,03,L302H,Emergency Department,5642,5062,77,23,1683,5,3871,67,16
2019,2019Q1,03,L308H,Emergency Department,6281,5687,67,4,1824,8,4351,69,29
2019,2019Q1,03,S108H,Minor Injury Unit or Other,135,135,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,S116H,Minor Injury Unit or Other,4140,3733,24,5,1143,0,2982,15,0
2019,2019Q1,03,S308H,Emergency Department,5000,4602,23,4,978,3,3939,80,0
2019,2019Q1,03,S314H,Emergency Department,10425,8588,202,52,2928,7,7350,140,0
2019,2019Q1,03,S319H,Emergency Department,4705,4339,14,0,653,0,4052,0,0
2019,2019Q1,03,R103H,Emergency Department,552,517,2,0,136,0,408,5,3
2019,2019Q1,03,Z102H,Emergency Department,668,648,0,0,142,1,510,3,12
2019,2019Q1,03,T101H,Emergency Department,4526,4282,3,0,1440,8,2806,195,77
2019,2019Q1,03,T202H,Emergency Department,2174,2072,2,0,428,3,1407,309,27
2019,2019Q1,03,T205H,Minor Injury Unit or Other,25,25,0,0,0,0,21,3,1
2019,2019Q1,03,T209H,Minor Injury Unit or Other,270,269,0,0,0,0,258,10,2
2019,2019Q1,03,T304H,Minor Injury Unit or Other,1347,1346,0,0,0,0,1209,135,3
2019,2019Q1,03,T305H,Minor Injury Unit or Other,83,83,0,0,0,0,74,8,1
2019,2019Q1,03,T316H,Minor Injury Unit or Other,66,66,0,0,0,0,57,5,4
2019,2019Q1,03,T319H,Minor Injury Unit or Other,459,459,0,0,0,0,431,27,1
2019,2019Q1,03,T320H,Minor Injury Unit or Other,78,78,0,0,0,0,75,3,0
2019,2019Q1,03,T357C,Minor Injury Unit or Other,250,250,0,0,0,0,228,22,0
2019,2019Q1,03,W106H,Minor Injury Unit or Other,56,56,NA,NA,NA,NA,NA,NA,NA
2019,2019Q1,03,W107H,Emergency Department,561,551,0,0,174,1,366,6,14
2019,2019Q1,03,W108H,Minor Injury Unit or Other,155,155,0,0,14,0,141,0,0
2019,2019Q2,04,A101H,Minor Injury Unit or Other,275,269,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,A110H,Minor Injury Unit or Other,52,52,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,A111H,Emergency Department,6382,5665,218,85,1991,13,3981,37,360
2019,2019Q2,04,A210H,Emergency Department,3445,2884,171,51,918,3,2390,79,55
2019,2019Q2,04,A216H,Minor Injury Unit or Other,77,77,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,B103H,Minor Injury Unit or Other,10,10,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,B105H,Minor Injury Unit or Other,77,77,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,B114H,Minor Injury Unit or Other,11,11,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,B118H,Minor Injury Unit or Other,52,52,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,B120H,Emergency Department,2774,2618,5,0,834,6,1724,193,17
2019,2019Q2,04,Y101H,Minor Injury Unit or Other,22,22,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,Y106H,Minor Injury Unit or Other,46,46,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,Y110H,Minor Injury Unit or Other,14,14,0,0,0,0,13,1,0
2019,2019Q2,04,Y144H,Emergency Department,1208,1135,10,2,60,1,1004,103,40
2019,2019Q2,04,Y146H,Emergency Department,2958,2737,10,1,888,4,1972,60,34
2019,2019Q2,04,F704H,Emergency Department,5818,5389,6,0,1757,5,3881,90,85
2019,2019Q2,04,F708H,Minor Injury Unit or Other,145,145,0,0,1,0,133,8,3
2019,2019Q2,04,F709H,Minor Injury Unit or Other,313,313,0,0,1,0,303,9,0
2019,2019Q2,04,F805H,Minor Injury Unit or Other,1788,1786,0,0,17,0,1654,91,26
2019,2019Q2,04,V201H,Minor Injury Unit or Other,1782,1782,0,0,14,0,1380,121,267
2019,2019Q2,04,V217H,Emergency Department,5740,5149,25,0,1500,10,3541,70,619
2019,2019Q2,04,N101H,Emergency Department,5000,4400,19,3,1388,13,3307,19,273
2019,2019Q2,04,N121H,Emergency Department,1455,1429,0,0,160,0,1238,0,57
2019,2019Q2,04,N151H,Minor Injury Unit or Other,108,108,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N332H,Minor Injury Unit or Other,33,33,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N333H,Minor Injury Unit or Other,1295,1295,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N334H,Minor Injury Unit or Other,610,607,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N335H,Minor Injury Unit or Other,262,262,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N336H,Minor Injury Unit or Other,133,133,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N337H,Minor Injury Unit or Other,313,308,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N411H,Emergency Department,2242,2138,2,0,418,4,1793,27,0
2019,2019Q2,04,N431H,Minor Injury Unit or Other,48,48,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N432H,Minor Injury Unit or Other,13,13,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N433H,Minor Injury Unit or Other,87,87,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N451H,Minor Injury Unit or Other,11,11,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N494H,Minor Injury Unit or Other,88,88,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,N683C,Minor Injury Unit or Other,31,31,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,C206H,Minor Injury Unit or Other,1604,1557,4,0,196,3,1307,84,14
2019,2019Q2,04,C313H,Emergency Department,2777,2552,14,0,688,6,1937,48,98
2019,2019Q2,04,C418H,Emergency Department,5795,4982,83,3,1834,12,3758,87,104
2019,2019Q2,04,G107H,Emergency Department,8261,6579,71,13,2474,15,5153,105,514
2019,2019Q2,04,G207H,Minor Injury Unit or Other,1890,1887,0,0,0,2,1608,145,135
2019,2019Q2,04,G306H,Minor Injury Unit or Other,3044,3044,0,0,0,4,2746,195,99
2019,2019Q2,04,G405H,Emergency Department,8762,6614,163,2,2812,19,5526,52,353
2019,2019Q2,04,G513H,Emergency Department,5628,5420,1,0,1223,3,4364,3,35
2019,2019Q2,04,C106H,Minor Injury Unit or Other,697,696,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,C108H,Minor Injury Unit or Other,119,119,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,C113H,Minor Injury Unit or Other,379,372,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,C121H,Emergency Department,673,652,0,0,148,2,513,10,0
2019,2019Q2,04,C122H,Minor Injury Unit or Other,482,481,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,H101H,Minor Injury Unit or Other,169,169,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,H103H,Emergency Department,704,672,2,0,161,0,541,2,0
2019,2019Q2,04,H106H,Minor Injury Unit or Other,64,64,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,H202H,Emergency Department,3217,2903,8,0,737,2,2464,14,0
2019,2019Q2,04,H208H,Minor Injury Unit or Other,368,368,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,H210H,Minor Injury Unit or Other,53,53,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,H212H,Emergency Department,925,852,9,1,147,1,768,9,0
2019,2019Q2,04,H214H,Minor Injury Unit or Other,431,431,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,H215H,Minor Injury Unit or Other,247,247,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,H219H,Minor Injury Unit or Other,175,175,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,H224H,Minor Injury Unit or Other,479,463,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,H227B,Minor Injury Unit or Other,153,153,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,H227H,Minor Injury Unit or Other,100,96,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,L106H,Emergency Department,5920,5513,18,2,2004,4,3779,96,37
2019,2019Q2,04,L206H,Minor Injury Unit or Other,101,100,0,0,12,0,85,4,0
2019,2019Q2,04,L207H,Minor Injury Unit or Other,54,54,0,0,2,0,49,2,1
2019,2019Q2,04,L302H,Emergency Department,5808,4983,145,64,1604,6,4093,84,21
2019,2019Q2,04,L308H,Emergency Department,6442,5520,112,20,1896,3,4431,77,35
2019,2019Q2,04,S108H,Minor Injury Unit or Other,171,171,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,S116H,Minor Injury Unit or Other,4078,3676,24,5,1184,0,2889,5,0
2019,2019Q2,04,S308H,Emergency Department,4872,4473,28,6,947,4,3857,64,0
2019,2019Q2,04,S314H,Emergency Department,10552,8592,232,41,2848,13,7554,137,0
2019,2019Q2,04,S319H,Emergency Department,4158,3951,5,2,533,0,3624,1,0
2019,2019Q2,04,R103H,Emergency Department,566,521,2,0,128,0,431,4,3
2019,2019Q2,04,Z102H,Emergency Department,649,621,1,0,143,0,494,4,8
2019,2019Q2,04,T101H,Emergency Department,4270,4058,0,0,1297,6,2637,252,78
2019,2019Q2,04,T202H,Emergency Department,2198,2067,0,0,363,1,1535,273,26
2019,2019Q2,04,T205H,Minor Injury Unit or Other,19,19,0,0,0,0,19,0,0
2019,2019Q2,04,T209H,Minor Injury Unit or Other,285,277,3,0,0,0,273,10,2
2019,2019Q2,04,T304H,Minor Injury Unit or Other,1468,1468,0,0,0,0,1468,0,0
2019,2019Q2,04,T305H,Minor Injury Unit or Other,66,66,0,0,0,0,60,5,1
2019,2019Q2,04,T316H,Minor Injury Unit or Other,65,65,0,0,0,0,57,4,4
2019,2019Q2,04,T319H,Minor Injury Unit or Other,504,504,0,0,0,0,477,26,1
2019,2019Q2,04,T320H,Minor Injury Unit or Other,179,179,0,0,0,0,167,12,0
2019,2019Q2,04,T357C,Minor Injury Unit or Other,204,204,0,0,0,0,190,13,1
2019,2019Q2,04,W106H,Minor Injury Unit or Other,55,55,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,04,W107H,Emergency Department,600,593,0,0,147,0,444,2,7
2019,2019Q2,04,W108H,Minor Injury Unit or Other,142,142,0,0,11,0,131,0,0
2019,2019Q2,05,A101H,Minor Injury Unit or Other,279,271,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,A110H,Minor Injury Unit or Other,82,82,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,A111H,Emergency Department,6546,6105,115,27,2067,5,4105,40,329
2019,2019Q2,05,A210H,Emergency Department,3633,3145,133,50,971,13,2500,100,49
2019,2019Q2,05,A216H,Minor Injury Unit or Other,87,87,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,B103H,Minor Injury Unit or Other,16,16,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,B105H,Minor Injury Unit or Other,106,106,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,B114H,Minor Injury Unit or Other,13,13,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,B118H,Minor Injury Unit or Other,42,42,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,B120H,Emergency Department,2823,2685,6,1,867,5,1730,207,14
2019,2019Q2,05,Y101H,Minor Injury Unit or Other,15,15,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,Y106H,Minor Injury Unit or Other,50,50,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,Y109H,Minor Injury Unit or Other,1,1,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,Y110H,Minor Injury Unit or Other,11,11,0,0,0,0,11,0,0
2019,2019Q2,05,Y144H,Emergency Department,1242,1137,14,1,87,2,1012,93,48
2019,2019Q2,05,Y146H,Emergency Department,3090,2870,17,0,902,2,2064,67,55
2019,2019Q2,05,F704H,Emergency Department,6072,5611,6,0,1753,8,4124,107,80
2019,2019Q2,05,F708H,Minor Injury Unit or Other,171,170,0,0,1,0,160,2,8
2019,2019Q2,05,F709H,Minor Injury Unit or Other,294,294,0,0,0,0,286,8,0
2019,2019Q2,05,F805H,Minor Injury Unit or Other,1925,1920,0,0,22,0,1754,127,22
2019,2019Q2,05,V201H,Minor Injury Unit or Other,1781,1777,0,0,26,0,1644,15,96
2019,2019Q2,05,V217H,Emergency Department,6024,5241,35,0,1554,10,4153,37,270
2019,2019Q2,05,N101H,Emergency Department,5184,4600,25,0,1368,6,3417,28,365
2019,2019Q2,05,N121H,Emergency Department,1559,1546,0,0,122,1,1385,2,49
2019,2019Q2,05,N151H,Minor Injury Unit or Other,98,98,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N332H,Minor Injury Unit or Other,38,38,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N333H,Minor Injury Unit or Other,1356,1356,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N334H,Minor Injury Unit or Other,676,674,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N335H,Minor Injury Unit or Other,287,279,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N336H,Minor Injury Unit or Other,108,108,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N337H,Minor Injury Unit or Other,330,328,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N411H,Emergency Department,2167,2061,3,0,369,6,1773,19,0
2019,2019Q2,05,N431H,Minor Injury Unit or Other,47,47,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N432H,Minor Injury Unit or Other,25,25,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N433H,Minor Injury Unit or Other,92,92,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N451H,Minor Injury Unit or Other,15,15,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N494H,Minor Injury Unit or Other,124,124,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,N683C,Minor Injury Unit or Other,60,60,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,C206H,Minor Injury Unit or Other,1684,1623,1,0,225,0,1341,87,31
2019,2019Q2,05,C313H,Emergency Department,3000,2671,20,1,729,5,2072,37,157
2019,2019Q2,05,C418H,Emergency Department,6079,5387,68,2,1901,10,3928,122,118
2019,2019Q2,05,G107H,Emergency Department,8304,6599,103,5,2586,18,5102,132,466
2019,2019Q2,05,G207H,Minor Injury Unit or Other,2011,2003,0,0,0,0,1752,141,118
2019,2019Q2,05,G306H,Minor Injury Unit or Other,3164,3163,0,0,2,1,2856,235,70
2019,2019Q2,05,G405H,Emergency Department,8892,7106,93,0,2805,31,5686,70,300
2019,2019Q2,05,G513H,Emergency Department,5980,5839,0,0,1297,1,4652,2,28
2019,2019Q2,05,C106H,Minor Injury Unit or Other,817,817,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,C108H,Minor Injury Unit or Other,157,156,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,C113H,Minor Injury Unit or Other,358,353,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,C121H,Emergency Department,778,757,1,1,155,1,606,16,0
2019,2019Q2,05,C122H,Minor Injury Unit or Other,440,438,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,H101H,Minor Injury Unit or Other,131,131,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,H103H,Emergency Department,758,731,2,1,196,1,558,3,0
2019,2019Q2,05,H106H,Minor Injury Unit or Other,51,51,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,H202H,Emergency Department,3198,2925,14,1,740,4,2435,19,0
2019,2019Q2,05,H208H,Minor Injury Unit or Other,368,368,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,H210H,Minor Injury Unit or Other,47,47,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,H212H,Emergency Department,1079,1001,2,0,169,1,895,14,0
2019,2019Q2,05,H214H,Minor Injury Unit or Other,498,497,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,H215H,Minor Injury Unit or Other,262,262,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,H219H,Minor Injury Unit or Other,205,205,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,H224H,Minor Injury Unit or Other,450,442,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,H227B,Minor Injury Unit or Other,169,169,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,H227H,Minor Injury Unit or Other,128,128,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,L106H,Emergency Department,6289,5831,25,2,2117,5,4014,111,42
2019,2019Q2,05,L206H,Minor Injury Unit or Other,106,106,0,0,8,0,96,2,0
2019,2019Q2,05,L207H,Minor Injury Unit or Other,45,45,0,0,5,0,38,2,0
2019,2019Q2,05,L302H,Emergency Department,5982,5140,125,44,1646,6,4226,70,34
2019,2019Q2,05,L308H,Emergency Department,6566,5559,126,20,1876,12,4561,56,61
2019,2019Q2,05,S108H,Minor Injury Unit or Other,165,165,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,S116H,Minor Injury Unit or Other,4197,3804,39,15,1180,0,3008,9,0
2019,2019Q2,05,S308H,Emergency Department,5081,4818,19,5,937,1,4076,67,0
2019,2019Q2,05,S314H,Emergency Department,10856,8899,165,27,3141,10,7538,167,0
2019,2019Q2,05,S319H,Emergency Department,4241,4025,2,0,629,0,3612,0,0
2019,2019Q2,05,R103H,Emergency Department,589,559,0,0,147,0,427,5,10
2019,2019Q2,05,Z102H,Emergency Department,682,664,1,0,143,1,524,1,13
2019,2019Q2,05,T101H,Emergency Department,4383,4158,2,1,1412,1,2659,226,85
2019,2019Q2,05,T202H,Emergency Department,2260,2183,1,0,383,3,1537,306,31
2019,2019Q2,05,T205H,Minor Injury Unit or Other,32,31,0,0,0,0,29,3,0
2019,2019Q2,05,T209H,Minor Injury Unit or Other,322,322,0,0,1,0,307,14,0
2019,2019Q2,05,T304H,Minor Injury Unit or Other,1437,1437,0,0,0,0,1305,125,7
2019,2019Q2,05,T305H,Minor Injury Unit or Other,88,88,0,0,0,0,80,8,0
2019,2019Q2,05,T316H,Minor Injury Unit or Other,88,88,0,0,0,0,69,9,10
2019,2019Q2,05,T319H,Minor Injury Unit or Other,540,540,0,0,0,0,506,30,4
2019,2019Q2,05,T320H,Minor Injury Unit or Other,168,168,0,0,0,0,165,3,0
2019,2019Q2,05,T357C,Minor Injury Unit or Other,255,255,0,0,0,1,224,30,0
2019,2019Q2,05,W106H,Minor Injury Unit or Other,82,82,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,05,W107H,Emergency Department,636,621,0,0,148,1,465,7,15
2019,2019Q2,05,W108H,Minor Injury Unit or Other,147,146,0,0,12,0,134,0,1
2019,2019Q2,06,A101H,Minor Injury Unit or Other,305,299,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,A110H,Minor Injury Unit or Other,72,72,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,A111H,Emergency Department,6485,5896,187,60,2062,3,4029,44,347
2019,2019Q2,06,A210H,Emergency Department,3455,3058,103,35,929,1,2388,88,49
2019,2019Q2,06,A216H,Minor Injury Unit or Other,80,80,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,B103H,Minor Injury Unit or Other,19,19,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,B105H,Minor Injury Unit or Other,95,95,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,B114H,Minor Injury Unit or Other,14,14,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,B118H,Minor Injury Unit or Other,42,42,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,B120H,Emergency Department,2821,2634,21,11,795,4,1808,189,25
2019,2019Q2,06,Y101H,Minor Injury Unit or Other,20,20,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,Y106H,Minor Injury Unit or Other,52,52,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,Y109H,Minor Injury Unit or Other,1,1,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,Y110H,Minor Injury Unit or Other,11,11,0,0,0,0,11,0,0
2019,2019Q2,06,Y144H,Emergency Department,1038,981,7,0,82,0,841,76,39
2019,2019Q2,06,Y146H,Emergency Department,3082,2772,37,4,847,3,2103,88,41
2019,2019Q2,06,F704H,Emergency Department,5709,5302,5,0,1721,9,3804,98,77
2019,2019Q2,06,F708H,Minor Injury Unit or Other,175,175,0,0,2,0,163,5,5
2019,2019Q2,06,F709H,Minor Injury Unit or Other,236,236,0,0,0,0,231,5,0
2019,2019Q2,06,F805H,Minor Injury Unit or Other,1883,1881,0,0,21,0,1711,127,24
2019,2019Q2,06,V201H,Minor Injury Unit or Other,1821,1817,0,0,13,0,1581,40,187
2019,2019Q2,06,V217H,Emergency Department,5900,4937,35,6,1557,9,3975,34,325
2019,2019Q2,06,N101H,Emergency Department,5169,4509,39,0,1297,11,3370,31,460
2019,2019Q2,06,N121H,Emergency Department,1621,1606,0,0,129,0,1430,0,62
2019,2019Q2,06,N151H,Minor Injury Unit or Other,111,111,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,N332H,Minor Injury Unit or Other,34,34,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,N333H,Minor Injury Unit or Other,1308,1307,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,N334H,Minor Injury Unit or Other,615,614,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,N335H,Minor Injury Unit or Other,255,253,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,N336H,Minor Injury Unit or Other,169,169,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,N337H,Minor Injury Unit or Other,328,319,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,N411H,Emergency Department,2275,2134,6,1,428,3,1828,16,0
2019,2019Q2,06,N431H,Minor Injury Unit or Other,47,47,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,N432H,Minor Injury Unit or Other,10,10,NA,NA,NA,NA,NA,NA,NA
